"data-id","Công nghệ CPU","Số nhân","Số luồng","Tốc độ CPU","Tốc độ tối đa","RAM","Loại RAM","Tốc độ Bus RAM","Hỗ trợ RAM tối đa","Ổ cứng","Màn hình","Độ phân giải","Tần số quét","Độ phủ màu","Công nghệ màn hình","Card màn hình","Công nghệ âm thanh","Cổng giao tiếp","Kết nối không dây","Webcam","Đèn bàn phím","Kích thước","Chất liệu","Thông tin Pin","Hệ điều hành","Thời điểm ra mắt","Khe đọc thẻ nhớ","Tính năng khác","Tản nhiệt","Màn hình cảm ứng","NPU","Hiệu năng xử lý AI (TOPS)"
"328814","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 16 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Realtek High Definition Audio","USB Type-C 2 x USB 3.2 HDMI 1 x Headphone/microphone combo LAN (RJ45)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - 1.47 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2024",,,,,,
"329853","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","120Hz",,"Chống chói Anti Glare LED Backlit 250 nits WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD",,,,,
"321436","AMD Ryzen 7 - 5700U","8","16","1.8GHz","Turbo Boost 4.3 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Acer ComfyView","Card tích hợp - AMD Radeon Graphics","Acer Purified Voice","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.1","HD webcam","Không có đèn","Dài 362.9 mm - Rộng 241.26 mm - Dày 19.9 mm - 1.7 kg","Vỏ nhựa","3-cell, 50Wh","Windows 11 Home SL","2023",,,,,,
"322072","Intel Core i5 Alder Lake - 12450HX","8","12","Hãng không công bố","Turbo Boost 4.4 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB","Low Blue Light G-Sync Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Nahimic Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu trắng","Dài 359.86 mm - Rộng 258.7 mm - Dày 23.9 mm - 2.38 kg","Vỏ nhựa","60 Wh","Windows 11 Home SL","2024",,"TPM 2.0 AI Chip LA1 Bản lề mở 180 độ Công tắc khóa camera",,,,
"328906","Intel Core i3 Alder Lake - 1215U","6","8","1.2GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel UHD Graphics","Realtek High Definition Audio","USB Type-C 2 x USB 3.2 HDMI 1 x Headphone/microphone combo LAN (RJ45)","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - 1.42 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2024",,,,,,
"317712","Intel Core i3 Alder Lake - 1215U","6","8","1.2GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống)","2933 MHz","16 GB","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Chống chói Anti Glare LED Backlit 250 nits","Card tích hợp - Intel UHD Graphics","SonicMaster audio","USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - 1.4 kg","Vỏ nhựa","3-cell, 42Wh","Windows 11 Home SL","2023",,"Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera",,,,
"313333","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","16 GB","LPDDR5 (Onboard)","4800 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","60Hz",,"Low Blue Light Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics","Dolby Audio","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)","Wi-Fi 6 (802.11ax) Bluetooth 5.1","Full HD Webcam","Không có đèn","Dài 359.3 mm - Rộng 235 mm - Dày 17.9 mm - 1.62 kg","Vỏ nhựa","47 Wh","Windows 11 Home SL","2023","SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera",,,,
"314630","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng","15.6""","Full HD (1920 x 1080)","60Hz",,"Tấm nền IPS Acer ComfyView","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Acer Purified Voice","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB Type-A HDMI 1 x USB Type-C (hỗ trợ USB, Thunderbolt 4)","Wi-Fi 6E (802.11ax) Bluetooth 5.1","Full HD Webcam","Đơn sắc - Màu trắng","Dài 361 mm - Rộng 237 mm - Dày 17.9 mm - 1.7 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell, 50Wh","Windows 11 Home SL","2023",,"Bảo mật vân tay",,,,
"333430","AMD Ryzen 5 - 6600H","6","12","3.3GHz","Turbo Boost 4.5 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","4800 MHz","96 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","165 Hz","45% NTSC","Tấm nền IPS Acer ComfyView","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Spatial Audio Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C USB 4 (hỗ trợ DisplayPort)",,"HD webcam","Có","Dài 362.3 mm - Rộng 239.89 mm - Dày 23.5 mm - 2.1 kg","Vỏ nhựa","4-cell, 57Wh","Windows 11 Home SL",,,,,,,
"331362","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare","Card tích hợp - Intel Iris Xe Graphics","Hi-Res Audio","LAN (RJ45) 3 x USB 3.2 HDMI 1 x Headphone/microphone combo 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 358.9 mm - Rộng 235.9 mm - Dày 19.9 mm - 1.7 kg","Vỏ nhựa","3-cell, 45Wh","Windows 11 Home SL","2024","Micro SD","Bản lề mở 180 độ Công tắc khóa camera",,,,
"333105","Intel Core i7 Alder Lake - 1255U","10","12","1.7GHz","Turbo Boost 4.7 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","120Hz","45% NTSC","Chống chói Anti Glare LED Backlit 250 nits WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","HDMI 1 x USB 2.0 2 x USB 3.2 1 x Headphone/microphone combo","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic",,"SD",,,,,
"326049","AMD Ryzen 5 - 7530U","6","12","2GHz","Turbo Boost 4.5 GHz","8 GB","DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống)","3200 MHz","16 GB","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - AMD Radeon Graphics",,"USB Type-C 2 x USB 3.2 HDMI 1 x Headphone/microphone combo","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - 1.36 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2024",,,,,,
"318163","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4.0","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Audio by B&O Realtek High Definition Audio HP Audio Boost","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C 3.2 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm - 2.29 kg","Vỏ nhựa","3-cell, 52.5Wh","Windows 11 Home SL","2023","SD",,,,,
"328237","Intel Core i5 Alder Lake - 12500H","12","16","2.5GHz","Turbo Boost 4.5 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","24 GB","512 GB SSD NVMe PCIe","16""","WUXGA","144Hz","45% NTSC","Chống chói Anti Glare LED Backlit Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 2050, 4 GB","SonicMaster audio","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 358.6 mm - Rộng 249.1 mm - Dày 18.9 mm - 1.8 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell, 50Wh","Windows 11 Home SL","2024","SD","Lớp phủ ASUS Antimicrobial Guard Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Công tắc khóa camera",,,,
"327050","Intel Core i5 Alder Lake - 12450HX","8","12","Hãng không công bố","Turbo Boost 4.4 GHz","24 GB","DDR5 2 khe (1 khe 12 GB + 1 khe 12 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB","Low Blue Light G-Sync Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Nahimic Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu trắng","Dài 359.86 mm - Rộng 258.7 mm - Dày 23.9 mm - 2.38 kg","Vỏ nhựa","60 Wh","Windows 11 Home SL","2024",,"TPM 2.0 AI Chip LA1 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Công tắc khóa camera",,,,
"326637","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","4800 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD+ (1920 x 1200)","60Hz","45% NTSC","TFT LED Backlit Acer ComfyView Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Stereo speakers","Jack tai nghe 3.5 mm HDMI 3 x USB 3.1 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.1","Full HD Webcam","Không có đèn","Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell Li-ion, 58 Wh","Windows 11 Home SL","2024","Micro SD",,,,,
"311016","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 (Onboard)","3200 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS","Card tích hợp - Intel Iris Xe Graphics","2 x 2W Speaker","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 2 x USB 2.0 1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu trắng","Dài 359 mm - Rộng 241 mm - Dày 19.9 mm - 1.7 kg","Vỏ nhựa","3-Cell, 39.3 Wh","Windows 11 Home SL","2023","Micro SD","TPM 2.0 Bản lề mở 180 độ",,,,
"333427","AMD Ryzen 5 - 6600H","6","12","3.3GHz","Turbo Boost 4.5 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","4800 MHz","96 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","165 Hz","45% NTSC","Tấm nền IPS Acer ComfyView","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Spatial Audio Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 802.11 a/b/g/n/ac Bluetooth 5","HD webcam","Đơn sắc - Màu trắng","Dài 362.3 mm - Rộng 239.89 mm - Dày 23.5 mm - 2.1 kg","Vỏ nhựa","4-cell, 57Wh","Windows 11 Home SL",,,,,,,
"321467","AMD Ryzen 5 - 7535HS","6","12","3.3GHz","Turbo Boost 4.55 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Audio by B&O HP Audio Boost","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB Type-A HDMI 1 x USB Type-C (hỗ trợ DisplayPort 1.4)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc","Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm - 2.29 kg","Vỏ nhựa","3-cell, 52.5Wh","Windows 11 Home SL","2023","SD",,,,,
"325242","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","120Hz","45% NTSC","Chống chói Anti Glare LED Backlit 250 nits WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 mm - 1.66 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2023","SD",,,,,
"326124","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare","Card rời - NVIDIA GeForce RTX 2050, 4 GB","2 x 2W Speaker","LAN (RJ45) 1x Mic-in 1x Headphone-out 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu xanh","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2024",,,"Cooler Boost",,,
"325691","Intel Core i7 Raptor Lake - 1355U","10","12","1.7GHz","Turbo Boost 5.0 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","16 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","60Hz","62.5% sRGB","Chống chói Anti Glare 250 nits","Card tích hợp - Intel Iris Xe Graphics","Realtek High Definition Audio","Jack tai nghe 3.5 mm 2 x USB Type-A HDMI 1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 359.8 mm - Rộng 236 mm - Dày 18.6 mm - 1.59 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2024",,"Công tắc khóa camera",,,,
"328235","Intel Core i5 Alder Lake - 12500H","12","16","2.5GHz","Turbo Boost 4.5 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Hi-Res Audio Dolby Atmos","LAN (RJ45) Jack tai nghe 3.5 mm 1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC) 2 x USB 3.2 HDMI 1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - 2.2 kg","Vỏ nhựa - nắp lưng bằng kim loại","4-cell, 56Wh","Windows 11 Home SL","2024",,,,,,
"328238","Intel Core i5 Alder Lake - 12500H","12","16","2.5GHz","Turbo Boost 4.5 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","24 GB","512 GB SSD NVMe PCIe","16""","WUXGA","144Hz","45% NTSC","Chống chói Anti Glare LED Backlit Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 3050, 4 GB","SonicMaster audio","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 358.6 mm - Rộng 249.1 mm - Dày 18.9 mm - 1.8 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell, 50Wh","Windows 11 Home SL","2024","SD","Lớp phủ ASUS Antimicrobial Guard Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Công tắc khóa camera",,,,
"322082","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","16 GB","LPDDR5 (Onboard)","4800 MHz","Không hỗ trợ nâng cấp","1 TB SSD NVMe PCIe Gen 4","14""","WUXGA","60Hz","45% NTSC","Low Blue Light Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics","Dolby Audio","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 1 x USB 3.2 (Always on) 2 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","Full HD Webcam","Đơn sắc - Màu trắng","Dài 312 mm - Rộng 221 mm - Dày 17.9 mm - 1.46 kg","Vỏ nhựa - nắp lưng bằng kim loại","56.6Wh","Windows 11 Home SL","2023","Micro SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Công tắc khóa camera",,,,
"330169","Intel Core i5 Raptor Lake - 13500HX","14","20","2.5GHz","Turbo Boost 4.7 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe SED (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 2 TB)","16""","WUXGA","165 Hz","100% sRGB","Acer ComfyView 400 nits","Card rời - NVIDIA GeForce RTX 4060, 8 GB","Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 2 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6 (802.11ax) Bluetooth 5","HD webcam","Đèn chuyển màu RGB - 4 vùng","Dài 360.1 mm - Rộng 279.9 mm - Dày 28.25 mm - 2.6 kg","Vỏ nhựa - nắp lưng bằng kim loại","4-cell, 90Wh","Windows 11 Home SL","2023","Micro SD","NVIDIA Optimus","2 quạt kim loại 3D AeroBlade thế hệ 5",,,
"327977","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","16 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Chống chói Anti Glare LED Backlit","Card tích hợp - Intel Iris Xe Graphics","SonicMaster audio","USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg","Vỏ nhựa","3-cell, 42Wh","Windows 11 Home SL","2023",,"Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera",,,,
"323325","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 16 GB + 1 khe rời)","3200 MHz","64 GB","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Realtek High Definition Audio","USB Type-C Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - 1.36 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2023",,"Công tắc khóa camera",,,,
"326830","Intel Core 5 Raptor Lake - 120U","10","12","1.4GHz","Turbo Boost 5.0 GHz","16 GB","DDR4 (Onboard)","3200 MHz","Hãng không công bố","512 GB SSD NVMe PCIe Gen 4.0","14""","Full HD (1920 x 1080)","60Hz","62.5% sRGB","Tấm nền IPS Độ sáng 300 nits","Card tích hợp - Intel Graphics","HP Audio Boost","HDMI 2 x USB Type-A 1 x Headphone/microphone combo 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HP TrueVision 5 MP","Đơn sắc - Màu trắng","Dài 322 mm - Rộng 210 mm - Dày 18.9 mm - 1.51 kg","Vỏ nhựa - chiếu nghỉ tay bằng kim loại","3-cell, 43Wh","Windows 11 Home SL","2024","Micro SD","Màn hình gập 360 độ Bảo mật vân tay Công tắc khóa camera",,"Cảm ứng",,
