"data-index","data-id","data-issetup","data-maingroup","data-subgroup","data-type","data-vehicle","data-productcode","data-price-root","data-ordertypeid","data-pos","sourceURL","data-s","data-site","data-pro","data-cache","data-sv","data-name","data-id","data-price","data-brand","data-cate","data-box","data-pos","data-color","data-productstatus","data-premium","data-promotiontype","imageURL","percent","gift","rating","unit-sold"
"3","330932","0","22","42","1","1","0220042002849","21990000.0","2","3","/laptop/msi-thin-15-b13uc-i7-1411vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Thin 15 B13UC i7 13620H/32GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (1411VN)","330932","21690000.0","MSI","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330932/msi-thin-15-b13uc-i7-1411vn-thumb-638754877819827918-600x600.jpg","0%","Quà 2.240.000₫","4.9","• Đã bán 215"
"4","328815","0","22","42","1","1","0220042002807","28990000.0","2","4","/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa","Nomal","1","3","True","webtgdd-26-86","Laptop HP Envy X360 14 fa0050AU R5 8640HS/16GB/512GB/Touch/Pen/Win11 (A29H8PA)","328815","26590000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328815/hp-envy-x360-14-fa0050au-r5-a29h8pa-638763569406294726-600x600.jpg","-8%","Quà 2.240.000₫","5","• Đã bán 155"
"5","330578","0","22","42","1","1","0220042002847","21990000.0","154","5","/laptop/asus-fa506ncr-r7-hn097w","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN097W)","330578","20190000.0","Asus","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330578/asus-fa506ncr-r7-hn097w-170225-113322-493-600x600.jpg","-8%","Quà 2.240.000₫","4.9","• Đã bán 294"
"6","328473","0","22","42","1","1","0220042002797","19990000.0","2","6","/laptop/dell-vostro-3530-i5-80gg93","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Vostro 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (80GG93)","328473","18490000.0","Dell","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328473/dell-vostro-3530-i5-80gg93-thumb-638754980276667501-600x600.jpg","-7%","Quà 150.000₫","4.9","• Đã bán 1,3k"
"7","326279","0","22","42","1","1","0220042002710","20990000.0","2","7","/laptop/msi-thin-15-b12uc-i5-2045vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Thin 15 B12UC i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (2045VN)","326279","17390000.0","MSI","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326279/msi-thin-15-b12uc-i5-2045vn-140225-102658-520-600x600.jpg","-17%","Quà 2.240.000₫","5","• Đã bán 709"
"8","333423","0","22","42","1","1","0220042002980","14790000.0","154","8","/laptop/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Acer Aspire Lite 16 G2 AL16 52P 572A i5 1334U/16GB/512GB/Win11 (NX.J2SSV.004)","333423","14390000.0","Acer","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333423/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004-thumb-638760099944659967-600x600.jpg","0%","Quà 2.090.000₫","5","• Đã bán 155"
"9","318165","0","22","42","1","1","0220042002466","12790000.0","2","9","/laptop/hp-240-g8-i3-6l1a2pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP 240 G8 i3 1115G4/8GB/512GB/Win11 (6L1A2PA)","318165","10190000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/318165/hp-240-g8-i3-6l1a2pa-170225-104440-201-600x600.jpg","-20%","Quà 2.240.000₫","4.9","• Đã bán 2,8k"
"10","334450","0","22","42","1","1","0220042003008","17490000.0","2","10","/laptop/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo Ideapad Slim 3 16IRH10 i5 13420H/24GB/512GB/Win11 (83K20003VN)","334450","17490000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334450/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn-638775477302248017-600x600.jpg","0%","Quà 2.240.000₫",,"• Đã bán 1"
"11","327872","0","22","42","1","1","0220042002768","28490000.0","154","11","/laptop/asus-fa507nur-r7-lp057w","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus Gaming TUF A15 FA507NUR R7 7435HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP057W)","327872","24390000.0","Asus","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327872/asus-fa507nur-r7-lp057w-170225-111046-401-600x600.jpg","-14%","Quà 2.240.000₫","5","• Đã bán 453"
"12","309565","0","22","42","1","1","0220042002317","20990000.0","154","12","/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop HP Pavilion 15 eg2081TU i5 1240P/16GB/512GB/Win11 (7C0Q4PA)","309565","16890000.0","HP","Laptop","BoxCate","0","Vàng","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/309565/hp-pavilion-15-eg2081tu-i5-7c0q4pa-170225-102926-862-600x600.jpg","-19%","Quà 2.240.000₫","4.9","• Đã bán 4,5k"
"13","334689","0","22","42","1","1","0220042003036","21990000.0","2","13","/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0","Nomal","1","3","True","webtgdd-26-86","Laptop GIGABYTE G5 MF5 RC555 i5 13500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FEIAA1VN0C0)","334689","21990000.0","GIGABYTE","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334689/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0-thumb-638755748727248784-600x600.jpg","0%","Quà 2.340.000₫",,"• Đã bán 1"
"14","309375","0","22","42","1","1","0220042002307","18990000.0","2","14","/laptop/asus-vivobook-16-x1605va-i5-mb360w","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Vivobook 16 X1605VA i5 1335U/16GB/512GB/Win11 (MB360W)","309375","15990000.0","Asus","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/309375/asus-vivobook-16-x1605va-i5-mb360w-250225-022408-338-600x600.jpg","-15%","Quà 2.240.000₫","4.9","• Đã bán 4,1k"
"15","328949","0","22","42","1","1","0220042002814","20990000.0","154","15","/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/120Hz/Win11 (MA467W)","328949","17690000.0","Asus","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-170225-112915-031-600x600.jpg","-15%","Quà 2.240.000₫","4.9","• Đã bán 587"
"16","313627","0","22","42","1","1","0220042002395","14490000.0","2","16","/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN)","313627","13690000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313627/lenovo-ideapad-1-15alc7-r7-82r400c1vn-thumb-638754849565313563-600x600.jpg","-5%","Quà 2.240.000₫","4.9","• Đã bán 3,5k"
"17","333421","0","22","42","1","1","0220042002979","17990000.0","2","17","/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU i7 1355U/16GB/512GB/Win11 (NX.J2SSV.005)","333421","16790000.0","Acer","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333421/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005-thumb-638760099849188217-600x600.jpg","-6%","Quà 2.090.000₫","5","• Đã bán 55"
"18","328946","0","22","42","1","1","0220042002811","22390000.0","2","18","/laptop/dell-inspiron-15-3530-i7-71043888","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71043888)","328946","21490000.0","Dell","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328946/dell-inspiron-15-3530-i7-71043888-thumb-638760091785605026-600x600.jpg","0%","Quà 150.000₫","5","• Đã bán 1k"
"19","327097","0","22","42","1","1","0220042002744","20990000.0","154","19","/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA)","327097","19190000.0","HP","Laptop","BoxCate","0","Vàng","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327097/hp-15-fd1063tu-ultra-5-9z2y1pa-638763560680832041-600x600.jpg","-8%","Quà 2.240.000₫","5","• Đã bán 604"
"20","320431","0","22","42","1","1","0220042002535","28990000.0","2","20","/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Túi/Win11","320431","26990000.0","Asus","Laptop","BoxCate","0","Xanh Dương","","False","","https://cdn.tgdd.vn/Products/Images/44/320431/asus-zenbook-14-oled-thumb-mau-600x600.png","-6%","Quà 2.240.000₫","4.9","• Đã bán 1k"
"1","326831","0","22","42","1","1","0220042002734","28290000.0","2","1","/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa","Nomal","1","3","True","webtgdd-26-86","Laptop HP Pavilion X360 14 ek2027TU Core 7 150U/16GB/512GB/Touch/Pen/Win11 (9Z2V9PA)","326831","27190000.0","HP","Laptop","BoxCate","0","Vàng","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326831/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa-170225-110614-679-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 306"
"2","327707","0","22","42","1","1","0220042002761","26990000.0","2","2","/laptop/msi-cyborg-15-a13vek-i7-1423vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Cyborg 15 A13VEK i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (1423VN)","327707","24690000.0","MSI","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327707/msi-cyborg-15-a13vek-i7-1423vn-thumb-638754872255271079-600x600.jpg","-8%","Quà 2.240.000₫","5","• Đã bán 414"
"3","326829","0","22","42","1","1","0220042002732","31690000.0","2","3","/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Envy X360 14 fa0048AU R7 8840HS/16GB/512GB/Touch/Pen/Win11 (A19BQPA)","326829","28190000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326829/hp-envy-x360-14-fa0048au-r7-a19bqpa-638763560089860963-600x600.jpg","-11%","Quà 2.240.000₫","5","• Đã bán 60"
"4","317704","0","22","42","1","1","0220042002463","18490000.0","2","4","/laptop/asus-vivobook-14-x1404va-i5-nk050w","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Vivobook 14 X1404VA i5 1335U/16GB/512GB/Win11 (NK050W)","317704","15990000.0","Asus","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/317704/asus-vivobook-14-x1404va-i5-nk050w-170225-104151-335-600x600.jpg","-13%","Quà 2.240.000₫","4.9","• Đã bán 2,9k"
"5","327508","0","22","42","1","1","0220042002758","13990000.0","2","5","/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Aspire Lite AL16 51P 596H i5 1235U/8GB/512GB/Win11 (NX.KWZSV.002)","327508","12790000.0","Acer","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327508/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002-thumb-638754974494351179-600x600.jpg","-8%","Quà 2.090.000₫","5","• Đã bán 604"
"6","310447","0","22","42","1","1","0220042002329","31990000.0","2","6","/laptop/msi-katana-15-b13vfk-i7-676vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN)","310447","26690000.0","MSI","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/310447/msi-katana-15-b13vfk-i7-676vn-thumb-638754846187201114-600x600.jpg","-16%","Quà 2.240.000₫","4.9","• Đã bán 456"
"7","322073","0","22","42","1","1","0220042002563","19490000.0","154","7","/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Lenovo Ideapad Slim 3 15IRH8 i7 13620H/16GB/1TB/Win11 (83EM003FVN)","322073","18790000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322073/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn-thumb-638754851733437252-600x600.jpg","0%","Quà 2.240.000₫","4.9","• Đã bán 1,9k"
"8","327981","0","22","42","1","1","0220042002781","19990000.0","2","8","/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U165W11SLU)","327981","18490000.0","Dell","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327981/dell-inspiron-15-3530-i5-n3530i5u165w11slu-thumb-638754978853473065-600x600.jpg","-7%","Quà 150.000₫","4.9","• Đã bán 1,3k"
"9","327899","0","22","42","1","1","0220042002767","31990000.0","154","9","/laptop/asus-fx507vv-i7-lp151w","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus TUF Gaming F15 FX507VV i7 13620H/16GB/512GB/8GB RTX4060/15.6""F/144Hz/Win11 (LP151W)","327899","28890000.0","Asus","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327899/asus-fx507vv-i7-lp151w-thumb-638760122218940871-600x600.jpg","-9%","Quà 2.240.000₫","5","• Đã bán 353"
"10","327405","0","22","42","1","1","0220042002750","19590000.0","2","10","/laptop/hp-240-g9-i5-9t2g2pt","Nomal","1","3","True","webtgdd-26-86","Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (9T2G2PT)","327405","15690000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327405/hp-240-g9-i5-9t2g2pt-170225-110749-152-600x600.jpg","-19%","Quà 2.240.000₫","5","• Đã bán 1k"
"11","329337","0","22","42","1","1","0220042002826","33790000.0","2","11","/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Gaming Nitro AN515 58 773Y i7 12700H/16GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001.16G)","329337","23190000.0","Acer","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329337/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g-thumb-638760092227335057-600x600.jpg","-31%","Quà 2.990.000₫","5","• Đã bán 742"
"12","334796","0","22","42","1","1","0220042003027","31990000.0","2","12","/laptop/asus-zenbook-14-ux3405ca-ultra-5-pz187ws","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Zenbook 14 UX3405CA Ultra 5 225H/16GB/512GB/120Hz/Touch/OfficeHS24+365/Win11 (PZ187WS)","334796","31990000.0","Asus","Laptop","BoxCate","0","Xanh Dương","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334796/asus-zenbook-14-ux3405ca-ultra-5-pz187ws-638774629870118990-600x600.jpg","0%","Quà 150.000₫",,"Mẫu mới"
"13","285963","0","22","42","1","1","0220042002045","18590000.0","154","13","/laptop/hp-240-g9-i5-6l1y2pa","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA)","285963","14470000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/285963/hp-240-g9-i5-6l1y2pa-170225-101628-003-600x600.jpg","-22%","Quà 2.240.000₫","4.9","• Đã bán 3,3k"
"14","333102","0","22","42","1","1","0220042002966","20990000.0","2","14","/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i7U165W11BLU-FP)","333102","19990000.0","Dell","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-thumb-638760098095158958-600x600.jpg","0%","Quà 150.000₫","5","• Đã bán 141"
"15","326194","0","22","42","1","1","0220042002708","16990000.0","2","15","/laptop/dell-vostro-3520-i5-71030559","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Vostro 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (71030559)","326194","16490000.0","Dell","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326194/dell-vostro-3520-i5-71030559-thumb-638754955875183877-600x600.jpg","0%","Quà 150.000₫","4.9","• Đã bán 2,2k"
"16","333101","0","22","42","1","1","0220042002965","26990000.0","2","16","/laptop/asus-tuf-gaming-f15-fx507zc4-i7-hni7mw","Nomal","1","3","True","webtgdd-26-86","Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HNi7MW)","333101","23490000.0","Asus","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333101/asus-tuf-gaming-f15-fx507zc4-i7-hni7mw-170225-114728-130-600x600.jpg","-12%","Quà 2.240.000₫","5","• Đã bán 72"
"17","304543","0","22","42","1","1","0220042002205","15990000.0","2","17","/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B)","304543","12790000.0","Acer","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/304543/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b-thumb-638754896181678129-600x600.jpg","-20%","Quà 2.090.000₫","4.9","• Đã bán 2,3k"
"18","328950","0","22","42","1","1","0220042002815","25990000.0","154","18","/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/512GB/120Hz/OfficeHS/Win11 (MA586WS)","328950","22490000.0","Asus","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328950/asus-vivobook-15-oled-a1505va-i9-ma586ws-170225-112950-659-600x600.jpg","-13%","Quà 150.000₫","5","• Đã bán 212"
"19","329867","0","22","42","1","1","0220042002837","19990000.0","2","19","/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U/16GB/512GB/Win11 (NX.J1HSV.002)","329867","18790000.0","Acer","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329867/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002-638765977106854836-600x600.jpg","-6%","Quà 2.290.000₫","5","• Đã bán 104"
"20","333194","0","22","42","1","1","0220042002978","26190000.0","2","20","/laptop/lenovo-thinkpad-e14-ultra-5-21m7004lvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkPad E14 Gen 6 Ultra 5 125U/32GB/1TB/Win11 (21M7004LVN)","333194","25690000.0","Lenovo","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333194/lenovo-thinkpad-e14-ultra-5-21m7004lvn-638765992915652383-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 28"
"1","326122","0","22","42","1","1","0220042002698","26990000.0","2","1","/laptop/msi-katana-15-b13udxk-i7-2077vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Katana 15 B13UDXK i7 13620H/16GB/1TB/6GB RTX3050/144Hz/Balo/Win11 (2077VN)","326122","23690000.0","MSI","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326122/msi-katana-15-b13udxk-i7-2077vn-140225-102541-296-600x600.jpg","-12%","Quà 2.240.000₫","4.9","• Đã bán 699"
"2","302209","0","22","42","1","1","0220042002164","25290000.0","2","2","/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Pavilion 15 eg2088TU i7 1260P/16GB/512GB/Win11 (7C0R0PA)","302209","21690000.0","HP","Laptop","BoxCate","0","Vàng","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/302209/hp-pavilion-15-eg2088tu-i7-7c0r0pa-170225-102227-835-600x600.jpg","-14%","Quà 2.240.000₫","4.9","• Đã bán 1,6k"
"3","327896","0","22","42","1","1","0220042002771","29490000.0","154","3","/laptop/asus-fa507nvr-r7-lp007w","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus TUF Gaming A15 FA507NVR R7 7435HS/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP007W)","327896","26890000.0","Asus","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327896/asus-fa507nvr-r7-lp007w-170225-111125-946-600x600.jpg","-8%","Quà 2.240.000₫","5","• Đã bán 143"
"4","334440","0","22","42","1","1","0220042003006","21990000.0","2","4","/laptop/lenovo-ideapad-5-2in1-14irh9-i5-83kx003wvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo IdeaPad 5 2in1 14IRH9 i5 13420H/16GB/512GB/Touch/Pen/Win11 (83KX003WVN)","334440","21990000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334440/lenovo-ideapad-5-2in1-14irh9-i5-83kx003wvn-638775477559068710-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 5"
"5","305917","0","22","42","1","1","0220042002244","20890000.0","2","5","/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA)","305917","15690000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/305917/hp-15s-fq5147tu-i7-7c133pa-170225-102700-417-600x600.jpg","-24%","Quà 2.240.000₫","4.9","• Đã bán 2,4k"
"6","332367","0","22","42","1","1","0220042002948","22990000.0","2","6","/laptop/lenovo-thinkbook-14-g6-i7-21kg00bqvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkBook 14 G6 i7 1355U/16GB/512GB/Win11 (21KG00BQVN)","332367","21990000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332367/lenovo-thinkbook-14-g6-i7-21kg00bqvn-thumb-638754880904490652-600x600.jpg","0%","Quà 2.390.000₫","5","• Đã bán 48"
"7","289441","0","22","42","1","1","0220042002922","29990000.0","2","7","/laptop/apple-macbook-air-m2-2022-16gb","Nomal","1","3","True","webtgdd-26-86","Laptop MacBook Air 13 inch M2 16GB/512GB/10GPU","289441","27990000.0","MacBook","Laptop","BoxCate","0","Vàng đồng","","False","","https://cdn.tgdd.vn/Products/Images/44/289441/apple-macbook-air-m2-2022-vang-1-2-600x600.jpg","-6%","Quà 200.000₫","4.9","• Đã bán 1,3k"
"8","328945","0","22","42","1","1","0220042002810","19990000.0","2","8","/laptop/dell-inspiron-15-3530-i5-71043885","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885)","328945","18490000.0","Dell","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328945/dell-inspiron-15-3530-i5-71043885-thumb-638754980699620343-600x600.jpg","-7%","Quà 150.000₫","5","• Đã bán 575"
"9","327509","0","22","42","1","1","0220042002759","19990000.0","2","9","/laptop/dell-inspiron-15-3530-i5-n5i5340w1","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5340W1)","327509","18490000.0","Dell","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327509/dell-inspiron-15-3530-i5-n5i5340w1-thumb-638754974634417713-600x600.jpg","-7%","Quà 150.000₫","5","• Đã bán 1,1k"
