"data-index","data-id","data-issetup","data-maingroup","data-subgroup","data-type","data-vehicle","data-productcode","data-price-root","data-ordertypeid","data-pos","sourceURL","data-s","data-site","data-pro","data-cache","data-sv","data-name","data-id","data-price","data-brand","data-cate","data-box","data-pos","data-color","data-productstatus","data-premium","data-promotiontype","imageURL","percent","gift","rating","unit-sold"
"10","272282","0","22","42","1","1","0220042001908","27990000.0","154","10","/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001)","272282","18690000.0","Acer","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/272282/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001-thumb-638754885062560645-600x600.jpg","-33%","Quà 2.990.000₫","4.9","• Đã bán 1,1k"
"11","328239","0","22","42","1","1","0220042002795","26990000.0","2","11","/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Vivobook S 14 OLED S5406MA Ultra 5 125H/16GB/1TB/120Hz/Win11 (PP136W)","328239","24990000.0","Asus","Laptop","BoxCate","0","Xanh Dương","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328239/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w-638763569184637668-600x600.jpg","-7%","Quà 2.240.000₫","5","• Đã bán 519"
"12","326574","0","22","42","1","1","0220042002721","21690000.0","2","12","/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo Ideapad Slim 5 15IRU9 Core 5 120U/16GB/512GB/Win11 (83D0000EVN)","326574","18690000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326574/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn-thumb-638754867181697211-600x600.jpg","-13%","Quà 2.240.000₫","5","• Đã bán 605"
"13","331506","0","22","42","1","1","0220042002853","29890000.0","154","13","/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (AY8X1PA)","331506","27390000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331506/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa-638765977404161168-600x600.jpg","-8%","Quà 2.240.000₫","5","• Đã bán 81"
"14","329786","0","22","42","1","1","0220042002834","19990000.0","2","14","/laptop/msi-thin-15-b13ucx-i5-2080vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Thin 15 B13UCX i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (2080VN)","329786","17690000.0","MSI","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329786/msi-thin-15-b13ucx-i5-2080vn-thumb-638754877576794523-600x600.jpg","-11%","Quà 2.240.000₫","5","• Đã bán 124"
"15","302533","0","22","42","1","1","0220042002182","19790000.0","154","15","/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop HP Pavilion 15 eg2082TU i5 1240P/8GB/512GB/Win11 (7C0Q5PA)","302533","16190000.0","HP","Laptop","BoxCate","0","Vàng","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/302533/hp-pavilion-15-eg2082tu-i5-7c0q5pa-140225-095649-458-600x600.jpg","-18%","Quà 2.240.000₫","4.9","• Đã bán 3,4k"
"16","323587","0","22","42","1","1","0220042002633","17490000.0","2","16","/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Aspire 5 A515 58M 56YX i5 13420H/16GB/512GB/Win11 (NX.KQ8SV.005)","323587","14790000.0","Acer","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/323587/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005-thumb-638754905184402848-600x600.jpg","-15%","Quà 2.090.000₫","4.9","• Đã bán 1,1k"
"17","334800","0","22","42","1","1","0220042003031","29990000.0","2","17","/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Zenbook A14 UX3407QA X1 26 100/16GB/512GB/OfficeHS24+365/Win11 (QD299WS)","334800","29990000.0","Asus","Laptop","BoxCate","0","Màu be","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334800/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws-638774630428732695-600x600.jpg","0%","Quà 150.000₫",,"Mẫu mới"
"18","328135","0","22","42","1","1","0220042002788","28690000.0","2","18","/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H/32GB/1TB/Win11 (83DA0020VN)","328135","26490000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328135/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn-638763568948424239-600x600.jpg","-7%","Quà 2.240.000₫","4.9","• Đã bán 177"
"19","328304","0","22","42","1","1","0220042002796","13690000.0","154","19","/laptop/hp-240-g9-i3-6l1x8pa","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA)","328304","10990000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328304/hp-240-g9-i3-6l1x8pa-170225-112654-597-600x600.jpg","-19%","Quà 2.240.000₫","5","• Đã bán 491"
"20","334690","0","22","42","1","1","0220042003037","24490000.0","2","20","/laptop/gigabyte-g5-mf5-rc555-i7-9rc55mf5fjiinivn000","Nomal","1","3","True","webtgdd-26-86","Laptop GIGABYTE G5 MF5 RC555 i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (9RC55MF5FJIINIVN000)","334690","24490000.0","GIGABYTE","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334690/gigabyte-g5-mf5-rc555-i7-9rc55mf5fjiinivn000-thumb-638755753909132820-600x600.jpg","0%","Quà 2.340.000₫",,"• Đã bán 1"
"1","328951","0","22","42","1","1","0220042002816","25490000.0","2","1","/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop Asus Gaming Vivobook K3605ZU i5 12500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (RP296W)","328951","21490000.0","Asus","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328951/asus-gaming-vivobook-k3605zu-i5-rp296w-170225-113033-642-600x600.jpg","-15%","Quà 2.240.000₫","5","• Đã bán 297"
"2","323335","0","22","42","1","1","0220042002638","23590000.0","2","2","/laptop/hp-elitebook-630-g10-i5-19j0b4pt?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Elitebook 630 G10 i5 1335U/16GB/512GB/Win11 (9J0B4PT)","323335","20690000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/323335/hp-elitebook-630-g10-i5-19j0b4pt-170225-105604-008-600x600.jpg","-12%","Quà 2.240.000₫","5","• Đã bán 300"
"3","327982","0","22","42","1","1","0220042002782","16990000.0","2","3","/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru","Nomal","1","3","False","webtgdd-26-86","Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (V3520-i5U165W11GRU)","327982","16490000.0","Dell","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327982/dell-vostro-15-3520-i5-v3520i5u165w11gru-thumb-638754980296542139-600x600.jpg","0%","Quà 150.000₫","5","• Đã bán 1,1k"
"4","332366","0","22","42","1","1","0220042002946","32990000.0","2","4","/laptop/lenovo-loq-15irx9-i7-83dv00ugvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo Gaming LOQ 15IRX9 i7 13650HX/24GB/512GB/6GB RTX4050/144Hz/Win11 (83DV00UGVN)","332366","31490000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332366/lenovo-loq-15irx9-i7-83dv00ugvn-thumb-638754880609389997-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 19"
"5","316941","0","22","42","1","1","0220042002460","20990000.0","2","5","/laptop/msi-gaming-gf63-thin-12uc-i7-887vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming GF63 Thin 12UC i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Win11 (887VN)","316941","18690000.0","MSI","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/316941/msi-gaming-gf63-thin-12uc-i7-887vn-thumb-638754850221823962-600x600.jpg","-10%","Quà 2.240.000₫","5","• Đã bán 1,1k"
"6","328443","0","22","42","1","1","0220042002799","27390000.0","2","6","/laptop/hp-victus-16-s0173ax-r5-a9lg9pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Gaming VICTUS 16 s0173AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (A9LG9PA)","328443","21190000.0","HP","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328443/hp-victus-16-s0173ax-r5-a9lg9pa-638763569195950325-600x600.jpg","-22%","Quà 2.240.000₫","5","• Đã bán 135"
"7","319657","0","22","42","1","1","0220042002488","23990000.0","2","7","/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Gaming Nitro V ANV15 51 53NE i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.002)","319657","19690000.0","Acer","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/319657/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002-thumb-638754901390505338-600x600.jpg","-17%","Quà 2.990.000₫","5","• Đã bán 713"
"8","308697","0","22","42","1","1","0220042002287","22490000.0","2","8","/laptop/msi-gaming-gf63-thin-12ve-i5-460vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN)","308697","18690000.0","MSI","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/308697/msi-gaming-gf63-thin-12ve-i5-460vn-thumb-638754845982942054-600x600.jpg","-16%","Quà 2.240.000₫","4.9","• Đã bán 955"
"9","332370","0","22","42","1","1","0220042002949","30390000.0","2","9","/laptop/lenovo-thinkbook-16-g7-ultra-7-21ms007hvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkBook 16 G7 Ultra 7 155U/32GB/1TB/Win11 (21MS007HVN)","332370","29190000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332370/lenovo-thinkbook-16-g7-ultra-7-21ms007hvn-638765988016995947-600x600.jpg","0%","Quà 2.390.000₫","5","• Đã bán 17"
"10","333104","0","22","42","1","1","0220042002968","20590000.0","2","10","/laptop/dell-inspiron-15-3520-i7-71053682","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (71053682)","333104","19990000.0","Dell","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333104/dell-inspiron-15-3520-i7-71053682-thumb-638760098370549871-600x600.jpg","0%","Quà 150.000₫","5","• Đã bán 166"
"11","333103","0","22","42","1","1","0220042002967","21090000.0","2","11","/laptop/dell-inspiron-15-3520-i7-25p2315","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (25P2315)","333103","19990000.0","Dell","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-thumb-638760098242571857-600x600.jpg","-5%","Quà 150.000₫","5","• Đã bán 135"
"12","303835","0","22","42","1","1","0220042002196","15490000.0","2","12","/laptop/dell-vostro-15-3520-i5-5m2tt2","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2)","303835","14490000.0","Dell","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/303835/dell-vostro-15-3520-i5-5m2tt2-thumb-638754895975078581-600x600.jpg","-6%","Quà 150.000₫","4.9","• Đã bán 2,2k"
"13","334794","0","22","42","1","1","0220042003024","17990000.0","2","13","/laptop/asus-vivobook-16-x1605va-i5-mb1876ws","Nomal","1","3","True","webtgdd-26-86","Laptop Asus Vivobook 16 X1605VA i5 13420H/16GB/512GB/OfficeHS24+365/Win11 (MB1876WS)","334794","16990000.0","Asus","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334794/asus-vivobook-16-x1605va-i5-mb1876ws-638780631472600638-600x600.jpg","-5%","Quà 150.000₫",,"Mẫu mới"
"14","333425","0","22","42","1","1","0220042002982","22990000.0","2","14","/laptop/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H/16GB/512GB/Win11 (NX.J4YSV.002)","333425","21490000.0","Acer","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333425/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002-638774738094769855-600x600.jpg","-6%","Quà 2.090.000₫","5","• Đã bán 11"
"15","327710","0","22","42","1","1","0220042002762","18490000.0","2","15","/laptop/msi-modern-14-c13m-i5-611vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Modern 14 C13M i5 1335U/16GB/512GB/Win11 (611VN)","327710","14190000.0","MSI","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327710/msi-modern-14-c13m-i5-611vn-thumb-638754873006236091-600x600.jpg","-23%","Quà 2.240.000₫","5","• Đã bán 460"
"16","328131","0","22","42","1","1","0220042002786","34390000.0","2","16","/laptop/lenovo-thinkpad-e16-ultra-7-21ma004pvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkPad E16 Ultra 7 155H/32GB/1TB/Win11 (21MA004PVN)","328131","34090000.0","Lenovo","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328131/lenovo-thinkpad-e16-ultra-7-21ma004pvn-638763566806525762-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 31"
"17","332368","0","22","42","1","1","0220042002950","30090000.0","2","17","/laptop/lenovo-thinkbook-14-g7-ultra-7-21mr0070vn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkBook 14 G7 Ultra 7 155U/32GB/1TB/Win11 (21MR0070VN)","332368","28890000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332368/lenovo-thinkbook-14-g7-ultra-7-21mr0070vn-638765987940469421-600x600.jpg","0%","Quà 2.390.000₫","5","• Đã bán 4"
"18","313332","0","22","42","1","1","0220042002385","31790000.0","2","18","/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003)","313332","21190000.0","Acer","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313332/acer-nitro-5-an515-58-769j-i7-nhqfhsv003-thumb-638754898164864885-600x600.jpg","-33%","Quà 2.990.000₫","4.9","• Đã bán 2,1k"
"19","313973","0","22","42","1","1","0220042002403","29690000.0","2","19","/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA)","313973","22690000.0","HP","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/313973/hp-gaming-victus-16-r0130tx-i5-8c5n5pa-170225-103706-309-600x600.jpg","-23%","Quà 2.240.000₫","4.9","• Đã bán 327"
"20","326059","0","22","42","1","1","0220042002706","27390000.0","2","20","/laptop/hp-victus-16-s0078ax-r5-8c5n7pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Gaming VICTUS 16 s0078AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (8C5N7PA)","326059","21190000.0","HP","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326059/hp-victus-16-s0078ax-r5-8c5n7pa-638763555186271869-600x600.jpg","-22%","Quà 2.240.000₫","5","• Đã bán 139"
"1","332369","0","22","42","1","1","0220042002938","20590000.0","2","1","/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkBook 16 G6 i5 13420H/16GB/512GB/Win11 (21KH00Q0VN)","332369","19090000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332369/lenovo-thinkbook-16-g6-i5-21kh00q0vn-thumb-638754882948389954-600x600.jpg","-7%","Quà 2.390.000₫","5","• Đã bán 62"
"2","271044","0","22","42","1","1","0220042001887","15490000.0","2","2","/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007)","271044","12790000.0","Acer","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/271044/acer-aspire-a514-54-5127-i5-nxa28sv007-thumb-638754884917156506-600x600.jpg","-17%","Quà 2.090.000₫","4.9","• Đã bán 1,3k"
"3","329787","0","22","42","1","1","0220042002835","30990000.0","154","3","/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop MSI Prestige 14 AI Studio C1UDXG Ultra 7 155H/16GB/1TB/6GB RTX3050/144Hz/Túi/Win11 (058VN)","329787","27390000.0","MSI","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329787/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn-638765973571921527-600x600.jpg","-11%","Quà 2.240.000₫","5","• Đã bán 19"
"4","324821","0","22","42","1","1","0220042002653","36990000.0","2","4","/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w?utm_flashsale=1","OnlineSavingCMS","1","3","True","webtgdd-26-86","Laptop Asus Zenbook 14 OLED UX3405MA Ultra 9 185H/32GB/1TB/120Hz/Túi/Win11 (PP475W)","324821","32290000.0","Asus","Laptop","BoxCate","0","Xanh Dương","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/324821/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w-638763553168608279-600x600.jpg","-12%",,"4.9","• Đã bán 207"
"5","326639","0","22","42","1","1","0220042002723","28790000.0","2","5","/laptop/lenovo-thinkpad-e14-ultra-7-21m7004uvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo ThinkPad E14 Gen 6 Ultra 7 155U/16GB/512GB/Win11 (21M7004UVN)","326639","27990000.0","Lenovo","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326639/lenovo-thinkpad-e14-ultra-7-21m7004uvn-638763558087315307-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 113"
"6","325953","0","22","42","1","1","0220042002697","26990000.0","2","6","/laptop/dell-inspiron-14-5440-core-7-7fn5j","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/1TB/OfficeHS/Win11 (7FN5J)","325953","24990000.0","Dell","Laptop","BoxCate","0","Xanh Dương","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325953/dell-inspiron-14-5440-core-7-7fn5j-thumb-638754955274250524-600x600.jpg","-7%","Quà 150.000₫","5","• Đã bán 711"
"7","327898","0","22","42","1","1","0220042002769","29990000.0","154","7","/laptop/asus-fx507vu-i7-lp186w","TwoPriceDetail","1","3","True","webtgdd-26-86","Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP186W)","327898","27390000.0","Asus","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327898/asus-fx507vu-i7-lp186w-170225-111211-001-600x600.jpg","-8%","Quà 2.240.000₫","5","• Đã bán 301"
"8","323746","0","22","42","1","1","0220042002634","21490000.0","2","8","/laptop/acer-nitro-v-anv15-51-58an-i5-nhqnasv001","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Gaming Nitro V ANV15 51 58AN i5 13420H/8GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.001)","323746","16490000.0","Acer","Laptop","BoxCate","0","Đen","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/323746/acer-nitro-v-anv15-51-58an-i5-nhqnasv001-thumb-638754946663309054-600x600.jpg","-23%","Quà 2.990.000₫","5","• Đã bán 226"
"9","327506","0","22","42","1","1","0220042002756","19490000.0","2","9","/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005","Nomal","1","3","True","webtgdd-26-86","Laptop Acer Swift Go 14 41 R251 R5 7430U/16GB/1TB/Win11 (NX.KG3SV.005)","327506","17790000.0","Acer","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327506/acer-swift-go-14-41-r251-r5-nxkg3sv005-thumb-638754974034145190-600x600.jpg","-8%","Quà 2.290.000₫","5","• Đã bán 470"
"10","325247","0","22","42","1","1","0220042002667","23490000.0","2","10","/laptop/dell-inspiron-15-3530-i7-p16wd","Nomal","1","3","True","webtgdd-26-86","Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (P16WD)","325247","22490000.0","Dell","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325247/dell-inspiron-15-3530-i7-p16wd-thumb-638754948496889615-600x600.jpg","0%","Quà 150.000₫","4.9","• Đã bán 1,3k"
"11","315906","0","22","42","1","1","0220042002449","22590000.0","2","11","/laptop/hp-probook-450-g10-i5-873d1pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Probook 450 G10 i5 1335U/16GB/512GB/Win11 (873D1PA)","315906","20190000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/315906/hp-probook-450-g10-i5-873d1pa-170225-103900-299-600x600.jpg","-10%","Quà 2.240.000₫","5","• Đã bán 308"
"12","322100","0","22","42","1","1","0220042002571","39990000.0","2","12","/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Sword 16 HX B14VFKG i7 14700HX/16GB/1TB/8GB RTX4060/240Hz/Balo/Win11 (045VN)","322100","36690000.0","MSI","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/322100/msi-gaming-sword-16-hx-b14vfkg-i7-045vn-thumb-638754862392792943-600x600.jpg","-8%","Quà 2.240.000₫","4.9","• Đã bán 145"
"13","326823","0","22","42","1","1","0220042002727","29490000.0","2","13","/laptop/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa?utm_flashsale=1","TwoPriceDetailCMS","1","3","True","webtgdd-26-86","Laptop HP Envy x360 14 fc0094TU Ultra 5 125U/16GB/512GB/Touch/Pen/Win11 (A19C4PA)","326823","26690000.0","HP","Laptop","BoxCate","0","Bạc","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326823/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa-638763558292118901-600x600.jpg","-9%","Quà 2.240.000₫","5","• Đã bán 410"
"14","325588","0","22","42","1","1","0220042002669","51990000.0","2","14","/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn","Nomal","1","3","True","webtgdd-26-86","Laptop MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H/32GB/1TB/8GB RTX4060/120Hz/Balo/Tai nghe/Móc chìa khóa/Chuột/Lót chuột/Win11 (085VN)","325588","46690000.0","MSI","Laptop","BoxCate","0","Xanh","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325588/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn-638763555070436708-600x600.jpg","-10%","Quà 2.240.000₫","5","• Đã bán 13"
"15","326558","0","22","42","1","1","0220042002719","27690000.0","2","15","/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn","Nomal","1","3","True","webtgdd-26-86","Laptop Lenovo Ideapad Slim 5 14IMH9 Ultra 7 155H/32GB/512GB/Win11 (83DA001YVN)","326558","26490000.0","Lenovo","Laptop","BoxCate","0","Xám","","False","","https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326558/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn-638763557854695992-600x600.jpg","0%","Quà 2.240.000₫","5","• Đã bán 67"
